Abstract_ID,CUI,Name,Definition,TUIs,Aliases
163,C0337460,Social Factors,Social and cultural phenomena and influences that affect behavior.,['T102'],"['Factors, Social', 'factors social', 'Social factor', 'Social factor (finding)', 'social factor']"
163,C1171307,health disparity,A health difference that adversely affects disadvantaged populations.,['T033'],"['Health Disparity', 'disparities health', 'Health Disparities', 'disparity health', 'health disparity']"
163,C0341439,Chronic liver disease,"Hepatic necrosis, inflammation, or scarring due to any cause that persists for more than 6 months. Manifestations may include signs and symptoms of cholestasis, portal hypertension, and/or abnormal liver function tests.",['T047'],"['Chronic hepatopathy', 'Chronic Liver Disease', 'liver disease chronic', 'HEPATIC: CHRONIC', 'chronic hepatic']"
163,C0086749,Outcome Measures,"<p>**Description:**Operational activities conducted for the purposes of assessing the results of an activity, product, or service</p>",['T081'],"['measure outcomes', 'measures outcome', 'Measures, Outcome', 'outcome measures', 'outcome measure']"
163,C3245505,Potential,The likelihood or possibility that a specific state or condition will exist or that an action will occur.,['T080'],"['ActMoodPotential', 'Potential', 'potentials', 'potential']"
163,C0037633,Solutions,"The homogeneous mixtures formed by the mixing of a solid, liquid, or gaseous substance (solute) with a liquid (the solvent), from which the dissolved substances can be recovered by physical processes. (From Grant & Hackh's Chemical Dictionary, 5th ed)",['T167'],"['solution (liquid)', 'Solution', 'Solutions', 'Solution, NOS', 'solutions']"
163,C0018735,Health Policy,"Decisions, usually developed by government policymakers, for determining present and future objectives pertaining to the health care system.",['T089'],"['Policies, Health Care', 'Health Policy', 'Health Care Policies', 'Policies, Health', 'Health Care Policy']"
163,C0018764,Health system plans,"Statements of goals for the delivery of health services pertaining to the Health Systems Agency service area, established under PL 93-641, and consistent with national guidelines for health planning.",['T170'],"['Health Systems Plan', 'Plan, Health Systems', 'Plans, Health Systems', 'Health Systems Plans']"
163,C0009462,Community,"A set of people with some shared element. The substance of shared element varies widely, from geography to a situation to interest to lives and values. The term is widely used to evoke sense of collectivity.",['T096'],"['communities', 'community', 'Communities', '^Community', 'Community']"
163,C0027361,Persons,"Persons as individuals (e.g., ABORTION APPLICANTS) or as members of a group (e.g., HISPANIC AMERICANS). It is not used for members of the various professions (e.g., PHYSICIANS) or occupations (e.g., LIBRARIANS) for which OCCUPATIONAL GROUPS is available.",['T098'],"['people', 'Persons', 'peoples', 'Person', 'Person (person)']"
163,C0037633,Solutions,"The homogeneous mixtures formed by the mixing of a solid, liquid, or gaseous substance (solute) with a liquid (the solvent), from which the dissolved substances can be recovered by physical processes. (From Grant & Hackh's Chemical Dictionary, 5th ed)",['T167'],"['solution (liquid)', 'Solution', 'Solutions', 'Solution, NOS', 'solutions']"
163,C0033414,Promotion (action),Encouragement of the progress or growth or acceptance of something.,['T052'],"['Promoting', 'Promote', 'promotion', 'promotions', 'Promotion (procedure)']"
163,C5392242,Gender Equity,"Fairness of treatment for men and women according to their respective needs. This may include equal treatment or treatment that is different but which is considered equivalent in terms of rights, benefits, obligations, and opportunities. (United Nations Educational, Scientific and Cultural Organization)",['T078'],"['Gender Equities', 'Equity, Gender']"
163,C0184511,Improved,Condition changed and/or recovered,['T033'],"['Improve', 'improved', 'Improved', 'Improved (qualifier value)', 'Improves']"
163,C1550208,Health Outcomes,<p>Health Outcomes</p>,['T170'],['Health Outcomes']
164,C0086388,Health Care,"The actions of prevention, treatment, and management of illness and the preservation of mental and physical well-being through the services offered by the medical and allied health professions.",['T058'],"['Care, Health', 'Healthcare Activity', 'healthcare', 'HealthCare', 'Healthcare']"
164,C5203670,COVID19 (disease),"A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.",['T047'],"['2019 Novel Coronavirus Infection', 'SARS-CoV-2 Disease', 'Human Coronavirus 2019 Infection', 'SARS-CoV-2 Infection', 'Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder)']"
164,C1615608,Pandemics,"Epidemics of infectious disease that have spread to many countries, often more than one continent, and usually affecting a large number of people.",['T067'],"['Pandemic Disorder', 'Pandemic', 'Pandemic Disease', 'pandemic']"
164,C0018684,Health,The state of the organism when it functions optimally without evidence of disease.,['T078'],"['Health', 'Health (qualifier value)', 'health', 'wellness', 'Well-being']"
164,C0242503,Unequal,The condition of not being equal.,['T080'],"['Unequal To', 'Unequal (qualifier value)', 'Inequality of', 'Unequal', 'Inequality']"
164,C0015031,Ethnicity,A group of people with a common cultural heritage that sets them apart from others in a variety of social relationships.,['T098'],"['Ethnicity', 'ethnicity', 'Ethnicity, NOS', 'ETHNIC GROUPS: GENERAL TERMS', 'Ethnic background, NOS']"
164,C4505073,Metal-Organic Frameworks,"Supramolecular networks that consist of ordered arrangements of organic electron donor linkers (usually ditopic or polytopic organic carboxylates) and metal cations. They can have an extremely high surface area and adjustable pore size that allows for the insertion of other molecules capable of various functions such as catalysis, capture of carbon dioxide, and drug delivery.",['T109'],"['Polymers, Porous Coordination', 'Frameworks, Metal-Organic', 'Porous Coordination Polymers', 'Porous Coordination Polymer', 'Polymer, Porous Coordination']"
164,C1708476,Implementation,The act of carrying into effect.,['T052'],[]
164,C0886296,Nursing interventions,investigations by nurses designed to test a hypothesized cause effect relation by modifying the supposed causal factor in the study population.,['T058'],"['nursing intervention', 'intervention', 'interventions nursing', 'intervention nursing', 'interventions']"
164,C4505073,Metal-Organic Frameworks,"Supramolecular networks that consist of ordered arrangements of organic electron donor linkers (usually ditopic or polytopic organic carboxylates) and metal cations. They can have an extremely high surface area and adjustable pore size that allows for the insertion of other molecules capable of various functions such as catalysis, capture of carbon dioxide, and drug delivery.",['T109'],"['Polymers, Porous Coordination', 'Frameworks, Metal-Organic', 'Porous Coordination Polymers', 'Porous Coordination Polymer', 'Polymer, Porous Coordination']"
164,C0026336,Study models,"representation of a process, system, or subject area that can be manipulated to demonstrate the effects that various actions will have on the process, system, or subject area; generally developed for understanding, analysis, improvement, and/or replacement of the process, system, or subject area.",['T075'],"['Models', 'model']"
164,C0871935,Theory,A well-substantiated explanation of some aspect of the natural world.,['T078'],"['theories', 'Theoretical', 'theory']"
164,C0087066,Taxonomy,"The theories and techniques of naming, describing, and classifying organisms, and the study of the relationships of taxa.",['T090'],"['taxonomy', 'Taxonomies', 'Taxonomy, General', 'Taxonomy']"
164,C1708476,Implementation,The act of carrying into effect.,['T052'],[]
164,C0442015,Digital X-ray,"Acquisition or display of radiographic images using digital techniques; includes digital video fluoroscopy, scan-projection radiography (SPR), digital subtraction and angiography (DSA), digital intravenous angiography (DIVA), and computed tomography. (CRC Dictionary and Handbook of Nuclear Medicine and Clinical Imaging, 1990)",['T170'],"['Digital X-ray', 'Digital', 'Digital X-Ray', 'Digital X-ray (qualifier value)', 'digital x rays']"
164,C0886296,Nursing interventions,investigations by nurses designed to test a hypothesized cause effect relation by modifying the supposed causal factor in the study population.,['T058'],"['nursing intervention', 'intervention', 'interventions nursing', 'intervention nursing', 'interventions']"
165,C1706907,Background,"Existing conditions, especially those that would be confused with the phenomenon to be observed or measured.",['T077'],[]
165,C0023911,Transplantation of liver,The transference of a part of or an entire liver from one human or animal to another.,['T061'],"['Hepatic transplantation', 'liver transplanting', 'Liver--Transplantation', 'Transplantation, Hepatic', 'Hepatic Transplantation']"
165,C2936643,Standard of Care,"The minimum acceptable patient care, based on statutes, court decisions, policies, or professional guidelines.",['T058'],"['standards therapy', 'Standards of Care', 'therapy standard', 'Care Standards', 'Care Standard']"
165,C0745744,End Stage Liver Disease,"A disorder characterized by irreversible damage to the liver tissue, leading to complete liver failure. Causes include cirrhosis, viral hepatitis, metastases to the liver, genetic disorders, toxins, and drugs.",['T047'],"['End Stage Liver Disease', 'disease end liver stages', 'disease end liver stage', 'End stage liver disease', 'liver disease end stage']"
165,C0030705,Patients,"Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.",['T101'],"['patients', 'patient', 'Patient', 'Patient (person)', '*^patient']"
165,C0023911,Transplantation of liver,The transference of a part of or an entire liver from one human or animal to another.,['T061'],"['Hepatic transplantation', 'liver transplanting', 'Liver--Transplantation', 'Transplantation, Hepatic', 'Hepatic Transplantation']"
165,C0745732,List,"A series of names, words, or other items written, printed, or imagined one after the other.",['T170'],['List']
165,C0947630,Scientific Study,,['T062'],"['Study', 'Stdy', 'studies', 'scientific studies', 'study']"
